Enter the serial port of the morteren (default /dev/ttyACM0 ):Enter the serial port of the vinke (default /dev/ttyACM1 ):p	1.900000	i	1.111000	d	0.200000	min	-255.000000	max	255.000000
vinkel	6.980000	error	1.020000	ønsked vinkel	8	shardpwm	-22	tid delat	0.000996
vinkel	7.050000	error	0.950000	ønsked vinkel	8	shardpwm	-30	tid delat	0.001004
vinkel	7.040000	error	0.960000	ønsked vinkel	8	shardpwm	-16	tid delat	0.008999
vinkel	6.990000	error	1.010000	ønsked vinkel	8	shardpwm	-6	tid delat	0.001008
vinkel	6.870000	error	1.130000	ønsked vinkel	8	shardpwm	8	tid delat	0.000989
vinkel	6.860000	error	1.140000	ønsked vinkel	8	shardpwm	-14	tid delat	0.001008
vinkel	6.970000	error	1.030000	ønsked vinkel	8	shardpwm	-19	tid delat	0.007998
vinkel	7.080000	error	0.920000	ønsked vinkel	8	shardpwm	-38	tid delat	0.001025
vinkel	7.030000	error	0.970000	ønsked vinkel	8	shardpwm	-6	tid delat	0.000988
vinkel	7.050000	error	0.950000	ønsked vinkel	8	shardpwm	-17	tid delat	0.007984
vinkel	7.030000	error	0.970000	ønsked vinkel	8	shardpwm	-12	tid delat	0.001001
vinkel	7.130000	error	0.870000	ønsked vinkel	8	shardpwm	-36	tid delat	0.001004
vinkel	7.030000	error	0.970000	ønsked vinkel	8	shardpwm	3	tid delat	0.001024
vinkel	7.010000	error	0.990000	ønsked vinkel	8	shardpwm	-16	tid delat	0.008976
vinkel	6.690000	error	1.310000	ønsked vinkel	8	shardpwm	46	tid delat	0.001023
vinkel	6.690000	error	1.310000	ønsked vinkel	8	shardpwm	-15	tid delat	0.001037
vinkel	6.690000	error	1.310000	ønsked vinkel	8	shardpwm	-15	tid delat	0.000944
vinkel	6.660000	error	1.340000	ønsked vinkel	8	shardpwm	-15	tid delat	0.007996
vinkel	6.680000	error	1.320000	ønsked vinkel	8	shardpwm	-19	tid delat	0.001025
vinkel	6.720000	error	1.280000	ønsked vinkel	8	shardpwm	-23	tid delat	0.001002
vinkel	6.620000	error	1.380000	ønsked vinkel	8	shardpwm	4	tid delat	0.001001
vinkel	6.670000	error	2.330000	ønsked vinkel	9	shardpwm	9	tid delat	0.007976
vinkel	6.490000	error	2.510000	ønsked vinkel	9	shardpwm	22	tid delat	0.000996
vinkel	6.530000	error	2.470000	ønsked vinkel	9	shardpwm	-21	tid delat	0.000997
vinkel	6.600000	error	2.400000	ønsked vinkel	9	shardpwm	-27	tid delat	0.000996
vinkel	6.620000	error	2.380000	ønsked vinkel	9	shardpwm	-14	tid delat	0.008014
vinkel	6.660000	error	2.340000	ønsked vinkel	9	shardpwm	-21	tid delat	0.001002
vinkel	6.710000	error	2.290000	ønsked vinkel	9	shardpwm	-23	tid delat	0.000995
vinkel	6.640000	error	2.360000	ønsked vinkel	9	shardpwm	0	tid delat	0.001004
vinkel	6.630000	error	2.370000	ønsked vinkel	9	shardpwm	-13	tid delat	0.008030
vinkel	6.760000	error	2.240000	ønsked vinkel	9	shardpwm	-40	tid delat	0.000998
vinkel	6.790000	error	2.210000	ønsked vinkel	9	shardpwm	-20	tid delat	0.000995
vinkel	6.820000	error	2.180000	ønsked vinkel	9	shardpwm	-20	tid delat	0.001000
vinkel	6.870000	error	2.130000	ønsked vinkel	9	shardpwm	-15	tid delat	0.007965
vinkel	6.970000	error	2.030000	ønsked vinkel	9	shardpwm	-33	tid delat	0.001024
vinkel	6.970000	error	2.030000	ønsked vinkel	9	shardpwm	-14	tid delat	0.000985
vinkel	6.960000	error	2.040000	ønsked vinkel	9	shardpwm	-12	tid delat	0.000998
vinkel	6.990000	error	2.010000	ønsked vinkel	9	shardpwm	-15	tid delat	0.008010
vinkel	7.030000	error	1.970000	ønsked vinkel	9	shardpwm	-22	tid delat	0.000992
vinkel	6.980000	error	2.020000	ønsked vinkel	9	shardpwm	-4	tid delat	0.001022
vinkel	7.090000	error	1.910000	ønsked vinkel	9	shardpwm	-36	tid delat	0.000990
vinkel	7.080000	error	1.920000	ønsked vinkel	9	shardpwm	-14	tid delat	0.008010
vinkel	7.460000	error	1.540000	ønsked vinkel	9	shardpwm	-90	tid delat	0.001008
vinkel	7.430000	error	1.570000	ønsked vinkel	9	shardpwm	-9	tid delat	0.001000
vinkel	7.360000	error	1.640000	ønsked vinkel	9	shardpwm	-1	tid delat	0.001004
vinkel	7.330000	error	1.670000	ønsked vinkel	9	shardpwm	-14	tid delat	0.007965
vinkel	7.260000	error	1.740000	ønsked vinkel	9	shardpwm	0	tid delat	0.000998
vinkel	7.210000	error	1.790000	ønsked vinkel	9	shardpwm	-4	tid delat	0.001022
vinkel	7.280000	error	1.720000	ønsked vinkel	9	shardpwm	-16	tid delat	0.007979
vinkel	7.210000	error	1.790000	ønsked vinkel	9	shardpwm	0	tid delat	0.000991
vinkel	7.140000	error	1.860000	ønsked vinkel	9	shardpwm	0	tid delat	0.001005
vinkel	7.110000	error	1.890000	ønsked vinkel	9	shardpwm	-8	tid delat	0.001003
vinkel	7.110000	error	1.890000	ønsked vinkel	9	shardpwm	-14	tid delat	0.008016
vinkel	7.140000	error	1.860000	ønsked vinkel	9	shardpwm	-20	tid delat	0.001015
vinkel	7.130000	error	1.870000	ønsked vinkel	9	shardpwm	-12	tid delat	0.000983
vinkel	7.110000	error	1.890000	ønsked vinkel	9	shardpwm	-13	tid delat	0.007979
vinkel	6.990000	error	2.010000	ønsked vinkel	9	shardpwm	9	tid delat	0.001003
vinkel	6.880000	error	2.120000	ønsked vinkel	9	shardpwm	8	tid delat	0.000997
vinkel	6.870000	error	4.130000	ønsked vinkel	11	shardpwm	255	tid delat	0.001003
vinkel	6.830000	error	4.170000	ønsked vinkel	11	shardpwm	-9	tid delat	0.008021
vinkel	6.370000	error	4.630000	ønsked vinkel	11	shardpwm	83	tid delat	0.000987
vinkel	6.370000	error	4.630000	ønsked vinkel	11	shardpwm	-9	tid delat	0.001004
vinkel	6.400000	error	4.600000	ønsked vinkel	11	shardpwm	-15	tid delat	0.001021
vinkel	6.250000	error	4.750000	ønsked vinkel	11	shardpwm	-5	tid delat	0.007966
vinkel	6.170000	error	4.830000	ønsked vinkel	11	shardpwm	7	tid delat	0.001010
vinkel	6.160000	error	4.840000	ønsked vinkel	11	shardpwm	-6	tid delat	0.001018
vinkel	6.140000	error	4.860000	ønsked vinkel	11	shardpwm	-4	tid delat	0.000996
vinkel	6.120000	error	4.880000	ønsked vinkel	11	shardpwm	-8	tid delat	0.008980
vinkel	5.950000	error	5.050000	ønsked vinkel	11	shardpwm	26	tid delat	0.000990
vinkel	5.930000	error	5.070000	ønsked vinkel	11	shardpwm	-4	tid delat	0.001007
vinkel	5.900000	error	5.100000	ønsked vinkel	11	shardpwm	-7	tid delat	0.008998
vinkel	5.470000	error	5.530000	ønsked vinkel	11	shardpwm	78	tid delat	0.001006
vinkel	5.430000	error	5.570000	ønsked vinkel	11	shardpwm	0	tid delat	0.000991
vinkel	5.360000	error	5.640000	ønsked vinkel	11	shardpwm	6	tid delat	0.001008
vinkel	5.260000	error	5.740000	ønsked vinkel	11	shardpwm	13	tid delat	0.000992
vinkel	5.260000	error	5.740000	ønsked vinkel	11	shardpwm	-6	tid delat	0.010017
vinkel	4.970000	error	6.030000	ønsked vinkel	11	shardpwm	52	tid delat	0.000994
vinkel	4.980000	error	6.020000	ønsked vinkel	11	shardpwm	-8	tid delat	0.000990
vinkel	4.880000	error	6.120000	ønsked vinkel	11	shardpwm	13	tid delat	0.001007
vinkel	4.790000	error	6.210000	ønsked vinkel	11	shardpwm	12	tid delat	0.000992
vinkel	4.690000	error	6.310000	ønsked vinkel	11	shardpwm	14	tid delat	0.001013
vinkel	4.640000	error	6.360000	ønsked vinkel	11	shardpwm	-4	tid delat	0.011996
vinkel	3.760000	error	7.240000	ønsked vinkel	11	shardpwm	173	tid delat	0.000992
vinkel	3.640000	error	7.360000	ønsked vinkel	11	shardpwm	20	tid delat	0.001011
vinkel	3.550000	error	7.450000	ønsked vinkel	11	shardpwm	14	tid delat	0.000987
vinkel	3.450000	error	7.550000	ønsked vinkel	11	shardpwm	16	tid delat	0.001004
vinkel	3.350000	error	7.650000	ønsked vinkel	11	shardpwm	17	tid delat	0.000994
vinkel	3.210000	error	7.790000	ønsked vinkel	11	shardpwm	0	tid delat	0.011003
vinkel	2.190000	error	8.810000	ønsked vinkel	11	shardpwm	202	tid delat	0.001003
vinkel	2.150000	error	8.850000	ønsked vinkel	11	shardpwm	7	tid delat	0.001003
vinkel	2.030000	error	8.970000	ønsked vinkel	11	shardpwm	23	tid delat	0.000998
vinkel	1.910000	error	9.090000	ønsked vinkel	11	shardpwm	23	tid delat	0.001001
vinkel	1.720000	error	9.280000	ønsked vinkel	11	shardpwm	38	tid delat	0.001001
vinkel	1.690000	error	10.310000	ønsked vinkel	12	shardpwm	22	tid delat	0.010003
vinkel	1.140000	error	10.860000	ønsked vinkel	12	shardpwm	114	tid delat	0.000992
vinkel	1.100000	error	10.900000	ønsked vinkel	12	shardpwm	11	tid delat	0.001003
vinkel	0.950000	error	11.050000	ønsked vinkel	12	shardpwm	33	tid delat	0.000998
vinkel	0.930000	error	11.070000	ønsked vinkel	12	shardpwm	7	tid delat	0.001004
vinkel	0.900000	error	11.100000	ønsked vinkel	12	shardpwm	9	tid delat	0.001008
vinkel	0.890000	error	11.110000	ønsked vinkel	12	shardpwm	5	tid delat	0.000991
vinkel	0.800000	error	11.200000	ønsked vinkel	12	shardpwm	5	tid delat	0.013002
vinkel	0.570000	error	11.430000	ønsked vinkel	12	shardpwm	50	tid delat	0.001004
vinkel	0.570000	error	11.430000	ønsked vinkel	12	shardpwm	4	tid delat	0.000995
vinkel	0.480000	error	11.520000	ønsked vinkel	12	shardpwm	22	tid delat	0.001004
vinkel	0.390000	error	11.610000	ønsked vinkel	12	shardpwm	23	tid delat	0.000993
vinkel	0.400000	error	11.600000	ønsked vinkel	12	shardpwm	2	tid delat	0.001005
vinkel	0.390000	error	11.610000	ønsked vinkel	12	shardpwm	7	tid delat	0.000996
vinkel	0.450000	error	11.550000	ønsked vinkel	12	shardpwm	4	tid delat	0.011999
vinkel	0.590000	error	11.410000	ønsked vinkel	12	shardpwm	-23	tid delat	0.001006
vinkel	0.590000	error	11.410000	ønsked vinkel	12	shardpwm	4	tid delat	0.001002
vinkel	0.520000	error	11.480000	ønsked vinkel	12	shardpwm	19	tid delat	0.000993
vinkel	0.530000	error	11.470000	ønsked vinkel	12	shardpwm	2	tid delat	0.001006
vinkel	0.580000	error	11.420000	ønsked vinkel	12	shardpwm	-5	tid delat	0.000989
vinkel	0.740000	error	11.260000	ønsked vinkel	12	shardpwm	2	tid delat	0.012020
vinkel	0.680000	error	11.320000	ønsked vinkel	12	shardpwm	17	tid delat	0.000982
vinkel	0.680000	error	11.320000	ønsked vinkel	12	shardpwm	4	tid delat	0.001009
vinkel	0.710000	error	11.290000	ønsked vinkel	12	shardpwm	-1	tid delat	0.001000
vinkel	0.660000	error	11.340000	ønsked vinkel	12	shardpwm	14	tid delat	0.001000
vinkel	0.690000	error	11.310000	ønsked vinkel	12	shardpwm	-1	tid delat	0.000991
vinkel	0.760000	error	11.240000	ønsked vinkel	12	shardpwm	-9	tid delat	0.001004
vinkel	0.760000	error	11.240000	ønsked vinkel	12	shardpwm	4	tid delat	0.011002
vinkel	0.950000	error	11.050000	ønsked vinkel	12	shardpwm	-33	tid delat	0.000998
vinkel	0.940000	error	11.060000	ønsked vinkel	12	shardpwm	6	tid delat	0.001014
vinkel	0.910000	error	11.090000	ønsked vinkel	12	shardpwm	10	tid delat	0.000983
vinkel	0.910000	error	11.090000	ønsked vinkel	12	shardpwm	4	tid delat	0.001011
vinkel	0.910000	error	11.090000	ønsked vinkel	12	shardpwm	4	tid delat	0.000990
vinkel	0.880000	error	11.120000	ønsked vinkel	12	shardpwm	5	tid delat	0.012011
vinkel	0.610000	error	11.390000	ønsked vinkel	12	shardpwm	59	tid delat	0.000996
vinkel	0.580000	error	11.420000	ønsked vinkel	12	shardpwm	11	tid delat	0.000994
vinkel	0.520000	error	11.480000	ønsked vinkel	12	shardpwm	17	tid delat	0.001017
vinkel	0.520000	error	11.480000	ønsked vinkel	12	shardpwm	5	tid delat	0.000987
vinkel	0.550000	error	11.450000	ønsked vinkel	12	shardpwm	0	tid delat	0.001004
vinkel	0.590000	error	13.410000	ønsked vinkel	14	shardpwm	42	tid delat	0.012004
vinkel	0.510000	error	13.490000	ønsked vinkel	14	shardpwm	25	tid delat	0.000993
vinkel	0.510000	error	13.490000	ønsked vinkel	14	shardpwm	9	tid delat	0.001008
vinkel	0.500000	error	13.500000	ønsked vinkel	14	shardpwm	11	tid delat	0.000992
vinkel	0.500000	error	13.500000	ønsked vinkel	14	shardpwm	9	tid delat	0.001008
vinkel	0.470000	error	13.530000	ønsked vinkel	14	shardpwm	15	tid delat	0.000995
vinkel	0.520000	error	13.480000	ønsked vinkel	14	shardpwm	0	tid delat	0.001004
vinkel	0.480000	error	13.520000	ønsked vinkel	14	shardpwm	10	tid delat	0.011011
vinkel	0.280000	error	13.720000	ønsked vinkel	14	shardpwm	50	tid delat	0.000989
vinkel	0.280000	error	13.720000	ønsked vinkel	14	shardpwm	10	tid delat	0.000990
vinkel	0.280000	error	13.720000	ønsked vinkel	14	shardpwm	10	tid delat	0.001002
vinkel	0.290000	error	13.710000	ønsked vinkel	14	shardpwm	8	tid delat	0.000994
vinkel	0.290000	error	13.710000	ønsked vinkel	14	shardpwm	10	tid delat	0.001009
vinkel	0.300000	error	13.700000	ønsked vinkel	14	shardpwm	10	tid delat	0.013022
vinkel	0.610000	error	13.390000	ønsked vinkel	14	shardpwm	-51	tid delat	0.001008
vinkel	0.670000	error	13.330000	ønsked vinkel	14	shardpwm	-2	tid delat	0.000985
vinkel	0.670000	error	13.330000	ønsked vinkel	14	shardpwm	9	tid delat	0.001004
vinkel	0.680000	error	13.320000	ønsked vinkel	14	shardpwm	7	tid delat	0.000999
vinkel	0.680000	error	13.320000	ønsked vinkel	14	shardpwm	9	tid delat	0.001002
vinkel	0.710000	error	13.290000	ønsked vinkel	14	shardpwm	9	tid delat	0.010987
vinkel	0.760000	error	13.240000	ønsked vinkel	14	shardpwm	0	tid delat	0.001011
vinkel	0.780000	error	13.220000	ønsked vinkel	14	shardpwm	5	tid delat	0.000984
vinkel	0.800000	error	13.200000	ønsked vinkel	14	shardpwm	5	tid delat	0.001005
vinkel	0.820000	error	13.180000	ønsked vinkel	14	shardpwm	5	tid delat	0.000991
vinkel	0.810000	error	13.190000	ønsked vinkel	14	shardpwm	11	tid delat	0.001022
vinkel	0.810000	error	13.190000	ønsked vinkel	14	shardpwm	10	tid delat	0.012985
vinkel	0.770000	error	13.230000	ønsked vinkel	14	shardpwm	18	tid delat	0.000992
vinkel	0.770000	error	13.230000	ønsked vinkel	14	shardpwm	10	tid delat	0.001009
vinkel	0.770000	error	13.230000	ønsked vinkel	14	shardpwm	10	tid delat	0.000991
vinkel	0.710000	error	13.290000	ønsked vinkel	14	shardpwm	22	tid delat	0.001012
vinkel	0.760000	error	13.240000	ønsked vinkel	14	shardpwm	0	tid delat	0.000990
vinkel	0.810000	error	13.190000	ønsked vinkel	14	shardpwm	9	tid delat	0.013019
vinkel	0.860000	error	13.140000	ønsked vinkel	14	shardpwm	0	tid delat	0.000995
vinkel	0.850000	error	13.150000	ønsked vinkel	14	shardpwm	12	tid delat	0.000991
vinkel	0.860000	error	13.140000	ønsked vinkel	14	shardpwm	8	tid delat	0.001003
vinkel	0.850000	error	15.150000	ønsked vinkel	16	shardpwm	255	tid delat	0.000997
vinkel	0.870000	error	15.130000	ønsked vinkel	16	shardpwm	10	tid delat	0.001002
vinkel	0.870000	error	15.130000	ønsked vinkel	16	shardpwm	14	tid delat	0.000989
vinkel	0.840000	error	15.160000	ønsked vinkel	16	shardpwm	14	tid delat	0.011002
vinkel	1.160000	error	14.840000	ønsked vinkel	16	shardpwm	-50	tid delat	0.001002
vinkel	1.090000	error	14.910000	ønsked vinkel	16	shardpwm	27	tid delat	0.001000
vinkel	1.050000	error	14.950000	ønsked vinkel	16	shardpwm	21	tid delat	0.001004
vinkel	1.030000	error	14.970000	ønsked vinkel	16	shardpwm	18	tid delat	0.000992
vinkel	1.030000	error	14.970000	ønsked vinkel	16	shardpwm	14	tid delat	0.001003
vinkel	1.020000	error	14.980000	ønsked vinkel	16	shardpwm	16	tid delat	0.001009
vinkel	1.020000	error	14.980000	ønsked vinkel	16	shardpwm	14	tid delat	0.011994
vinkel	1.020000	error	14.980000	ønsked vinkel	16	shardpwm	14	tid delat	0.000997
vinkel	1.090000	error	14.910000	ønsked vinkel	16	shardpwm	0	tid delat	0.001015
vinkel	1.160000	error	14.840000	ønsked vinkel	16	shardpwm	0	tid delat	0.000987
vinkel	1.190000	error	14.810000	ønsked vinkel	16	shardpwm	8	tid delat	0.001003
vinkel	1.140000	error	14.860000	ønsked vinkel	16	shardpwm	24	tid delat	0.001005
vinkel	1.100000	error	14.900000	ønsked vinkel	16	shardpwm	15	tid delat	0.011997
vinkel	0.950000	error	15.050000	ønsked vinkel	16	shardpwm	45	tid delat	0.000991
vinkel	0.960000	error	15.040000	ønsked vinkel	16	shardpwm	12	tid delat	0.001003
vinkel	0.990000	error	15.010000	ønsked vinkel	16	shardpwm	8	tid delat	0.000999
vinkel	1.100000	error	14.900000	ønsked vinkel	16	shardpwm	-7	tid delat	0.001006
vinkel	0.970000	error	15.030000	ønsked vinkel	16	shardpwm	16	tid delat	0.013011
vinkel	0.880000	error	15.120000	ønsked vinkel	16	shardpwm	33	tid delat	0.000999
vinkel	0.790000	error	15.210000	ønsked vinkel	16	shardpwm	33	tid delat	0.000999
vinkel	0.840000	error	15.160000	ønsked vinkel	16	shardpwm	5	tid delat	0.001006
vinkel	0.850000	error	15.150000	ønsked vinkel	16	shardpwm	13	tid delat	0.000980
vinkel	0.860000	error	15.140000	ønsked vinkel	16	shardpwm	13	tid delat	0.001031
vinkel	0.940000	error	15.060000	ønsked vinkel	16	shardpwm	13	tid delat	0.011968
vinkel	0.930000	error	15.070000	ønsked vinkel	16	shardpwm	17	tid delat	0.001045
vinkel	0.940000	error	15.060000	ønsked vinkel	16	shardpwm	13	tid delat	0.000951
vinkel	0.990000	error	15.010000	ønsked vinkel	16	shardpwm	5	tid delat	0.001004
vinkel	0.910000	error	15.090000	ønsked vinkel	16	shardpwm	31	tid delat	0.000994
vinkel	0.850000	error	15.150000	ønsked vinkel	16	shardpwm	27	tid delat	0.001028
vinkel	0.870000	error	15.130000	ønsked vinkel	16	shardpwm	15	tid delat	0.011988
vinkel	0.910000	error	17.090000	ønsked vinkel	18	shardpwm	255	tid delat	0.001002
vinkel	0.880000	error	17.120000	ønsked vinkel	18	shardpwm	25	tid delat	0.000986
vinkel	0.920000	error	17.080000	ønsked vinkel	18	shardpwm	11	tid delat	0.001002
vinkel	0.900000	error	17.100000	ønsked vinkel	18	shardpwm	23	tid delat	0.000997
vinkel	0.800000	error	17.200000	ønsked vinkel	18	shardpwm	39	tid delat	0.001029
vinkel	0.740000	error	17.260000	ønsked vinkel	18	shardpwm	32	tid delat	0.000984
vinkel	0.880000	error	17.120000	ønsked vinkel	18	shardpwm	17	tid delat	0.011990
vinkel	0.780000	error	17.220000	ønsked vinkel	18	shardpwm	40	tid delat	0.001001
vinkel	0.760000	error	17.240000	ønsked vinkel	18	shardpwm	24	tid delat	0.001002
vinkel	0.760000	error	17.240000	ønsked vinkel	18	shardpwm	20	tid delat	0.001023
vinkel	0.800000	error	17.200000	ønsked vinkel	18	shardpwm	11	tid delat	0.000980
vinkel	0.800000	error	17.200000	ønsked vinkel	18	shardpwm	20	tid delat	0.000998
vinkel	0.810000	error	17.190000	ønsked vinkel	18	shardpwm	18	tid delat	0.000999
vinkel	0.780000	error	17.220000	ønsked vinkel	18	shardpwm	20	tid delat	0.010996
vinkel	0.700000	error	17.300000	ønsked vinkel	18	shardpwm	36	tid delat	0.001007
vinkel	0.690000	error	17.310000	ønsked vinkel	18	shardpwm	22	tid delat	0.000993
vinkel	0.710000	error	17.290000	ønsked vinkel	18	shardpwm	16	tid delat	0.001028
vinkel	0.700000	error	17.300000	ønsked vinkel	18	shardpwm	22	tid delat	0.000980
vinkel	0.720000	error	17.280000	ønsked vinkel	18	shardpwm	16	tid delat	0.001002
vinkel	0.710000	error	17.290000	ønsked vinkel	18	shardpwm	21	tid delat	0.012011
vinkel	0.680000	error	17.320000	ønsked vinkel	18	shardpwm	26	tid delat	0.000992
vinkel	0.590000	error	17.410000	ønsked vinkel	18	shardpwm	39	tid delat	0.000994
vinkel	0.770000	error	17.230000	ønsked vinkel	18	shardpwm	-14	tid delat	0.001013
vinkel	0.690000	error	17.310000	ønsked vinkel	18	shardpwm	36	tid delat	0.001013
vinkel	0.700000	error	17.300000	ønsked vinkel	18	shardpwm	18	tid delat	0.000973
vinkel	0.760000	error	17.240000	ønsked vinkel	18	shardpwm	20	tid delat	0.013005
vinkel	0.890000	error	17.110000	ønsked vinkel	18	shardpwm	-5	tid delat	0.000995
vinkel	0.940000	error	17.060000	ønsked vinkel	18	shardpwm	10	tid delat	0.001012
vinkel	0.990000	error	17.010000	ønsked vinkel	18	shardpwm	10	tid delat	0.000984
vinkel	0.870000	error	17.130000	ønsked vinkel	18	shardpwm	23	tid delat	0.011994
vinkel	0.760000	error	17.240000	ønsked vinkel	18	shardpwm	43	tid delat	0.001006
vinkel	0.860000	error	17.140000	ønsked vinkel	18	shardpwm	1	tid delat	0.000992
vinkel	0.880000	error	17.120000	ønsked vinkel	18	shardpwm	17	tid delat	0.001019
vinkel	0.870000	error	17.130000	ønsked vinkel	18	shardpwm	23	tid delat	0.000986
vinkel	0.860000	error	17.140000	ønsked vinkel	18	shardpwm	23	tid delat	0.001000
vinkel	0.860000	error	17.140000	ønsked vinkel	18	shardpwm	21	tid delat	0.000997
vinkel	0.910000	error	17.090000	ønsked vinkel	18	shardpwm	11	tid delat	0.001009
vinkel	0.910000	error	19.090000	ønsked vinkel	20	shardpwm	65	tid delat	0.009993
vinkel	0.800000	error	19.200000	ønsked vinkel	20	shardpwm	47	tid delat	0.000999
vinkel	0.820000	error	19.180000	ønsked vinkel	20	shardpwm	21	tid delat	0.001003
vinkel	0.880000	error	19.120000	ønsked vinkel	20	shardpwm	13	tid delat	0.001007
vinkel	0.890000	error	19.110000	ønsked vinkel	20	shardpwm	23	tid delat	0.000995
vinkel	0.990000	error	19.010000	ønsked vinkel	20	shardpwm	5	tid delat	0.000992
vinkel	0.840000	error	19.160000	ønsked vinkel	20	shardpwm	55	tid delat	0.001011
vinkel	0.860000	error	19.140000	ønsked vinkel	20	shardpwm	25	tid delat	0.010995
vinkel	0.800000	error	19.200000	ønsked vinkel	20	shardpwm	37	tid delat	0.001001
vinkel	0.800000	error	19.200000	ønsked vinkel	20	shardpwm	25	tid delat	0.001017
vinkel	0.770000	error	19.230000	ønsked vinkel	20	shardpwm	32	tid delat	0.000981
vinkel	0.830000	error	19.170000	ønsked vinkel	20	shardpwm	13	tid delat	0.001001
vinkel	0.830000	error	19.170000	ønsked vinkel	20	shardpwm	25	tid delat	0.000997
vinkel	0.720000	error	19.280000	ønsked vinkel	20	shardpwm	28	tid delat	0.012004
vinkel	0.830000	error	19.170000	ønsked vinkel	20	shardpwm	4	tid delat	0.000995
vinkel	0.910000	error	19.090000	ønsked vinkel	20	shardpwm	10	tid delat	0.001017
vinkel	0.910000	error	19.090000	ønsked vinkel	20	shardpwm	26	tid delat	0.000988
vinkel	0.910000	error	19.090000	ønsked vinkel	20	shardpwm	26	tid delat	0.001002
vinkel	0.910000	error	19.090000	ønsked vinkel	20	shardpwm	26	tid delat	0.000993
vinkel	0.930000	error	19.070000	ønsked vinkel	20	shardpwm	25	tid delat	0.012006
vinkel	0.990000	error	19.010000	ønsked vinkel	20	shardpwm	14	tid delat	0.001015
vinkel	0.990000	error	19.010000	ønsked vinkel	20	shardpwm	26	tid delat	0.000988
vinkel	0.980000	error	19.020000	ønsked vinkel	20	shardpwm	28	tid delat	0.001000
vinkel	0.950000	error	19.050000	ønsked vinkel	20	shardpwm	32	tid delat	0.000999
vinkel	0.900000	error	19.100000	ønsked vinkel	20	shardpwm	36	tid delat	0.000992
vinkel	0.920000	error	19.080000	ønsked vinkel	20	shardpwm	26	tid delat	0.013023
vinkel	0.770000	error	19.230000	ønsked vinkel	20	shardpwm	57	tid delat	0.000978
vinkel	0.880000	error	19.120000	ønsked vinkel	20	shardpwm	5	tid delat	0.001009
vinkel	0.990000	error	19.010000	ønsked vinkel	20	shardpwm	4	tid delat	0.000988
vinkel	1.090000	error	18.910000	ønsked vinkel	20	shardpwm	6	tid delat	0.001009
vinkel	1.050000	error	18.950000	ønsked vinkel	20	shardpwm	34	tid delat	0.000994
vinkel	1.060000	error	18.940000	ønsked vinkel	20	shardpwm	26	tid delat	0.010007
vinkel	0.990000	error	19.010000	ønsked vinkel	20	shardpwm	41	tid delat	0.000991
vinkel	1.040000	error	18.960000	ønsked vinkel	20	shardpwm	17	tid delat	0.001042
vinkel	0.990000	error	19.010000	ønsked vinkel	20	shardpwm	37	tid delat	0.000969
vinkel	0.990000	error	19.010000	ønsked vinkel	20	shardpwm	26	tid delat	0.000998
vinkel	1.010000	error	18.990000	ønsked vinkel	20	shardpwm	22	tid delat	0.000995
vinkel	0.940000	error	19.060000	ønsked vinkel	20	shardpwm	40	tid delat	0.001020
vinkel	0.850000	error	22.150000	ønsked vinkel	23	shardpwm	89	tid delat	0.010986
vinkel	0.900000	error	22.100000	ønsked vinkel	23	shardpwm	23	tid delat	0.001008
vinkel	0.890000	error	22.110000	ønsked vinkel	23	shardpwm	35	tid delat	0.000995
vinkel	0.800000	error	22.200000	ønsked vinkel	23	shardpwm	51	tid delat	0.000998
vinkel	0.880000	error	22.120000	ønsked vinkel	23	shardpwm	17	tid delat	0.000996
vinkel	0.900000	error	22.100000	ønsked vinkel	23	shardpwm	29	tid delat	0.001001
vinkel	0.880000	error	22.120000	ønsked vinkel	23	shardpwm	37	tid delat	0.001005
vinkel	0.900000	error	22.100000	ønsked vinkel	23	shardpwm	33	tid delat	0.013014
vinkel	0.920000	error	22.080000	ønsked vinkel	23	shardpwm	29	tid delat	0.000990
vinkel	0.850000	error	22.150000	ønsked vinkel	23	shardpwm	47	tid delat	0.000986
vinkel	0.950000	error	22.050000	ønsked vinkel	23	shardpwm	13	tid delat	0.001000
vinkel	0.870000	error	22.130000	ønsked vinkel	23	shardpwm	49	tid delat	0.000998
vinkel	0.760000	error	22.240000	ønsked vinkel	23	shardpwm	36	tid delat	0.012005
vinkel	1.110000	error	21.890000	ønsked vinkel	23	shardpwm	-36	tid delat	0.001001
vinkel	1.150000	error	21.850000	ønsked vinkel	23	shardpwm	25	tid delat	0.001001
vinkel	1.180000	error	21.820000	ønsked vinkel	23	shardpwm	27	tid delat	0.000999
vinkel	1.140000	error	21.860000	ønsked vinkel	23	shardpwm	41	tid delat	0.000989
vinkel	1.150000	error	21.850000	ønsked vinkel	23	shardpwm	31	tid delat	0.001009
vinkel	1.130000	error	21.870000	ønsked vinkel	23	shardpwm	37	tid delat	0.000995
vinkel	1.190000	error	21.810000	ønsked vinkel	23	shardpwm	32	tid delat	0.011013
vinkel	1.400000	error	21.600000	ønsked vinkel	23	shardpwm	-7	tid delat	0.001017
vinkel	1.410000	error	21.590000	ønsked vinkel	23	shardpwm	31	tid delat	0.000982
vinkel	1.460000	error	21.540000	ønsked vinkel	23	shardpwm	23	tid delat	0.000990
vinkel	1.500000	error	21.500000	ønsked vinkel	23	shardpwm	25	tid delat	0.001005
